ts	                te	                td	    sa	            da	        sp	    dp	    pr	flg	     fwd stos	ipkt	ibyt	opkt	obyt	in	out	sas	das	smk	dmk	dtos	dir	nh	nhb	svln	dvln	ismc	odmc	idmc	osmc	mpls1	mpls2	mpls3	mpls4	mpls5	mpls6	mpls7	mpls8	mpls9	mpls10	cl	sl	al	ra	eng	exid	tr
2011-01-07 16:32:16	2011-01-07 16:32:37	21,002	10.100.65.124	224.0.1.140	32387	5246	UDP	........	0	0	1	226	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:16	2011-01-07 16:32:37	21,002	10.100.65.163	224.0.0.22	0	0	IGMP	........	0	0	1	74	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:16	2011-01-07 16:32:37	21,002	192.168.1.1	224.0.0.1	0	0	IGMP	........	0	0	1	64	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:16	2011-01-07 16:32:37	21,002	10.100.65.173	224.0.0.22	0	0	IGMP	........	0	0	1	74	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:16	2011-01-07 16:32:37	21,002	10.100.65.124	255.255.255.255	32387	5246	UDP	........	0	0	1	226	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:16	2011-01-07 16:32:48	31,988	10.100.65.59	255.255.255.255	25496	5246	UDP	........	0	0	3	678	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:45.616
2011-01-07 16:32:31	2011-01-07 16:32:48	16,998	10.100.65.173	224.0.0.252	57524	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:45.616
2011-01-07 16:32:31	2011-01-07 16:32:48	16,998	10.100.65.163	224.0.0.252	50873	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:45.616
2011-01-07 16:32:35	2011-01-07 16:32:48	12,071	192.168.1.1	239.255.255.250	1900	1900	UDP	........	0	0	8	2870	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:45.616
2011-01-07 16:32:33	2011-01-07 16:32:48	15,001	10.100.65.163	224.0.0.252	57480	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:45.616
2011-01-07 16:32:31	2011-01-07 16:32:48	16,998	10.100.65.173	224.0.0.251	5353	5353	UDP	........	0	0	24	2016	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:45.616
2011-01-07 16:32:31	2011-01-07 16:32:48	16,998	10.100.65.163	10.100.65.255	137	137	UDP	........	0	0	6	576	0	0	1	0	0	0	32	32	0	0	10.100.65.135	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:45.616
2011-01-07 16:32:33	2011-01-07 16:32:48	15,001	10.100.65.173	224.0.0.252	52936	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:45.616
2011-01-07 16:32:16	2011-01-07 16:32:48	31,988	10.100.65.59	224.0.1.140	25496	5246	UDP	........	0	0	3	678	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:45.616
2011-01-07 16:32:33	2011-01-07 16:32:48	15,001	10.100.65.173	224.0.0.252	62462	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:45.616
2011-01-07 16:32:31	2011-01-07 16:32:48	16,998	10.100.65.173	224.0.0.252	51126	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:45.616
2011-01-07 16:32:31	2011-01-07 16:32:48	16,998	10.100.65.173	10.100.65.255	137	137	UDP	........	0	0	6	576	0	0	1	0	0	0	32	32	0	0	10.100.65.135	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:45.616
2011-01-07 16:32:31	2011-01-07 16:32:48	16,998	10.100.65.163	224.0.0.252	50675	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:45.616
2011-01-07 16:32:31	2011-01-07 16:32:48	16,998	10.100.65.163	224.0.0.251	5353	5353	UDP	........	0	0	24	2016	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:45.616
2011-01-07 16:32:33	2011-01-07 16:32:48	15,001	10.100.65.163	224.0.0.252	59446	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:45.616
2011-01-07 16:32:26	2011-01-07 16:32:48	21,154	0.0.0.0	0.0.0.0	0	0	0	........	0	0	3	192	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:35:0d:0c	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:45.616
2011-01-07 16:32:31	2011-01-07 16:32:48	16,998	0.0.0.0	0.0.0.0	0	0	0	........	0	0	24	2496	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:d7:6d:b1:b0:66	00:00:00:00:00:00	33:33:00:00:00:fb	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:45.616
2011-01-07 16:32:31	2011-01-07 16:32:48	16,998	0.0.0.0	0.0.0.0	0	0	0	........	0	0	8	784	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:d7:6d:b1:b0:66	00:00:00:00:00:00	33:33:00:01:00:03	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:45.616
2011-01-07 16:32:27	2011-01-07 16:32:48	20,998	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	64	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	66:fc:e8:ec:1f:6c	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:45.616
2011-01-07 16:32:30	2011-01-07 16:32:48	17,996	10.100.65.124	255.255.255.255	32388	5246	UDP	........	0	0	3	678	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:55.237
2011-01-07 16:32:54	2011-01-07 16:32:54	0	10.100.65.124	224.0.1.140	32389	5246	UDP	........	0	0	1	226	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:55.237
2011-01-07 16:32:32	2011-01-07 16:32:54	22,002	10.100.65.123	224.0.1.140	20727	5246	UDP	........	0	0	3	687	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:55.237
2011-01-07 16:32:48	2011-01-07 16:32:54	6,018	10.100.65.59	255.255.255.255	25505	5246	UDP	........	0	0	3	678	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:55.237
2011-01-07 16:32:57	2011-01-07 16:32:57	0	10.100.65.126	224.0.1.140	39163	5246	UDP	........	0	0	1	235	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:55.237
2011-01-07 16:32:54	2011-01-07 16:32:54	0	10.100.65.124	255.255.255.255	32389	5246	UDP	........	0	0	1	226	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:55.237
2011-01-07 16:32:30	2011-01-07 16:32:48	17,996	10.100.65.124	224.0.1.140	32388	5246	UDP	........	0	0	3	678	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:55.237
2011-01-07 16:32:48	2011-01-07 16:32:54	6,018	10.100.65.59	224.0.1.140	25505	5246	UDP	........	0	0	3	678	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:55.237
2011-01-07 16:32:56	2011-01-07 16:32:56	0	10.100.65.126	255.255.255.255	39163	5246	UDP	........	0	0	1	235	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:55.237
2011-01-07 16:32:32	2011-01-07 16:32:54	22,002	10.100.65.123	255.255.255.255	20727	5246	UDP	........	0	0	3	687	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:55.237
2011-01-07 16:31:59	2011-01-07 16:32:57	58,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	129	8256	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:09:0f:09:1e:0a	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:57.616
2011-01-07 16:32:56	2011-01-07 16:32:56	0	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	167	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:fc:00:9a:e2	00:00:00:00:00:00	33:33:00:01:00:02	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:57.616
2011-01-07 16:32:20	2011-01-07 16:32:58	38,006	10.100.65.154	255.255.255.255	53163	5246	UDP	........	0	0	3	678	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:57.616
2011-01-07 16:32:17	2011-01-07 16:32:58	41,9	10.100.65.126	255.255.255.255	39162	5246	UDP	........	0	0	3	705	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:57.616
2011-01-07 16:32:19	2011-01-07 16:32:58	39,002	10.100.65.154	224.0.1.140	53163	5246	UDP	........	0	0	3	678	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:57.616
2011-01-07 16:32:16	2011-01-07 16:32:59	42,992	10.100.65.126	224.0.1.140	39162	5246	UDP	........	0	0	3	705	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:57.616
2011-01-07 16:33:05	2011-01-07 16:33:20	15,032	10.100.65.173	224.0.0.252	65212	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:15.757
2011-01-07 16:33:02	2011-01-07 16:33:20	18,015	10.100.65.163	224.0.0.252	63267	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:15.757
2011-01-07 16:33:05	2011-01-07 16:33:20	15,033	10.100.65.173	224.0.0.252	59763	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:15.757
2011-01-07 16:33:00	2011-01-07 16:33:20	20,002	10.100.65.173	224.0.0.252	50351	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:15.757
2011-01-07 16:33:02	2011-01-07 16:33:20	18,016	10.100.65.163	224.0.0.252	54819	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:15.757
2011-01-07 16:33:00	2011-01-07 16:33:20	20,002	10.100.65.173	224.0.0.251	5353	5353	UDP	........	0	0	34	2856	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:15.757
2011-01-07 16:33:03	2011-01-07 16:33:20	17,033	10.100.65.59	224.0.1.140	25508	5246	UDP	........	0	0	1	226	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:15.757
2011-01-07 16:33:05	2011-01-07 16:33:20	15,033	10.100.65.163	224.0.0.252	62540	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:15.757
2011-01-07 16:33:00	2011-01-07 16:33:20	20,002	10.100.65.163	10.100.65.255	137	137	UDP	........	0	0	9	864	0	0	1	0	0	0	32	32	0	0	10.100.65.135	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:15.757
2011-01-07 16:33:02	2011-01-07 16:33:20	18,016	10.100.65.173	224.0.0.252	53519	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:15.757
2011-01-07 16:33:03	2011-01-07 16:33:20	17,033	10.100.65.59	255.255.255.255	25508	5246	UDP	........	0	0	1	226	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:15.757
2011-01-07 16:33:00	2011-01-07 16:33:20	20,002	10.100.65.163	224.0.0.252	53863	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:15.757
2011-01-07 16:33:02	2011-01-07 16:33:20	18,016	10.100.65.173	224.0.0.252	52380	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:22:15.757
